Title,Note,URL,Tags,Comment
MotherMash,Bangers and Mash for 10 pound,https://www.google.com/maps/place/MotherMash/data=!4m2!3m1!1s0x487604d50d5da51d:0x55437a36fa553944,,
Borough Market,"salt beef sandwich
the grilled cheese sandwich
the duck confit sandwich
chorizo - Brindisa
sausage on a stick from a place called Boston Sausage
Coffee - Monmouth coffee shop
Cockles",https://www.google.com/maps/place/Borough+Market/data=!4m2!3m1!1s0x4876035775cf660f:0x3128e7e59ca044b9,,
Windmill,"Pie and Mash have come a long way from simple steak and kidney or pork pies. Today there are a whole plethora of pie types to try!

A classic comfort food, pie served with a pile of creamy mashed potatoes and lashings of gravy is a real British treat!",https://www.google.com/maps/place/Windmill/data=!4m2!3m1!1s0x4876052a8aed9f7d:0x3865aedecde75c22,,
The Breakfast Club London Bridge,Full english breakfast - multiple locations,https://www.google.com/maps/place/The+Breakfast+Club+London+Bridge/data=!4m2!3m1!1s0x487603578b4ef9a7:0x86f3e6e178513a21,,
The Anchor & Hope,"Sunday roast with with Yorkshire Pudding

traditionally this meal is eaten any time from noon to 5 pm (17:00) on Sundays.",https://www.google.com/maps/place/The+Anchor+%26+Hope/data=!4m2!3m1!1s0x487604babeb4e7cd:0x9453d2675d0064b1,,
The Windsor Castle,"Sunday roast with with Yorkshire Pudding

traditionally this meal is eaten any time from noon to 5 pm (17:00) on Sundays.",https://www.google.com/maps/place/The+Windsor+Castle/data=!4m2!3m1!1s0x48760ffadc6d66a9:0xf2d0e5cf29a1f20c,,
Three Stags,"Sunday roast with with Yorkshire Pudding

traditionally this meal is eaten any time from noon to 5 pm (17:00) on Sundays.",https://www.google.com/maps/place/Three+Stags/data=!4m2!3m1!1s0x487604bc2a6078a5:0x53844ef5f9cc6902,,
Sutton and Sons Fish & Chips,Fish and chips - multiple locations,https://www.google.com/maps/place/Sutton+and+Sons+Fish+%26+Chips/data=!4m2!3m1!1s0x48761cfb2ad62519:0xd30b90f6442caf58,,
"Poppies Fish & Chips, Soho",Fish and chips - multiple locations (one near primrose),"https://www.google.com/maps/place/Poppies+Fish+%26+Chips,+Soho/data=!4m2!3m1!1s0x487604d3065ee745:0x7dd9fb83930b15c5",,
The SeaShell of Lisson Grove,fish and chips,https://www.google.com/maps/place/The+SeaShell+of+Lisson+Grove/data=!4m2!3m1!1s0x48761ab634dcba67:0xee42a0b10152c1f4,,
E Pellicci,full English breakfast - fried bread,https://www.google.com/maps/place/E+Pellicci/data=!4m2!3m1!1s0x48761cc5ebe9ec3d:0x9e5d80938bd1e5ef,,
Broadway Market,"Scotch egg
aubergine rolls
eggplant feta cheese",https://www.google.com/maps/place/Broadway+Market/data=!4m2!3m1!1s0x48761ce8327b9369:0x800f35eee2ed1074,,
